,month,soi
890,1950-03-01,17.6
891,1950-04-01,16.8
892,1950-05-01,7.6
893,1950-06-01,26.9
894,1950-07-01,21.1
895,1950-08-01,12.3
896,1950-09-01,6.9
897,1950-10-01,17.1
898,1950-11-01,12.5
899,1950-12-01,23.0
900,1951-01-01,16.5
901,1951-02-01,9.6
902,1951-03-01,-1.4
903,1951-04-01,-1.3
904,1951-05-01,-6.6
905,1951-06-01,5.0
906,1951-07-01,-8.2
907,1951-08-01,-0.5
908,1951-09-01,-7.0
909,1951-10-01,-8.0
910,1951-11-01,-3.4
911,1951-12-01,-3.0
912,1952-01-01,-9.2
913,1952-02-01,-7.9
914,1952-03-01,0.2
915,1952-04-01,-8.8
916,1952-05-01,6.0
917,1952-06-01,7.4
918,1952-07-01,3.5
919,1952-08-01,-3.7
920,1952-09-01,-3.4
921,1952-10-01,1.8
922,1952-11-01,-0.7
923,1952-12-01,-12.6
924,1953-01-01,2.2
925,1953-02-01,-6.0
926,1953-03-01,-5.8
927,1953-04-01,-0.5
928,1953-05-01,-31.9
929,1953-06-01,-2.3
930,1953-07-01,-1.0
931,1953-08-01,-17.2
932,1953-09-01,-13.0
933,1953-10-01,-0.1
934,1953-11-01,-2.0
935,1953-12-01,-4.0
936,1954-01-01,6.0
937,1954-02-01,-3.6
938,1954-03-01,-0.9
939,1954-04-01,6.9
940,1954-05-01,4.4
941,1954-06-01,-1.5
942,1954-07-01,4.2
943,1954-08-01,10.4
944,1954-09-01,4.5
945,1954-10-01,1.8
946,1954-11-01,3.9
947,1954-12-01,12.8
948,1955-01-01,-5.4
949,1955-02-01,15.2
950,1955-03-01,2.9
951,1955-04-01,-3.0
952,1955-05-01,13.1
953,1955-06-01,16.4
954,1955-07-01,19.2
955,1955-08-01,14.9
956,1955-09-01,14.1
957,1955-10-01,15.2
958,1955-11-01,15.1
959,1955-12-01,9.3
960,1956-01-01,11.3
961,1956-02-01,12.4
962,1956-03-01,9.4
963,1956-04-01,11.1
964,1956-05-01,17.9
965,1956-06-01,12.3
966,1956-07-01,12.6
967,1956-08-01,11.0
968,1956-09-01,0.2
969,1956-10-01,18.3
970,1956-11-01,1.9
971,1956-12-01,10.3
972,1957-01-01,5.6
973,1957-02-01,-2.2
974,1957-03-01,-0.9
975,1957-04-01,1.2
976,1957-05-01,-12.2
977,1957-06-01,-2.3
978,1957-07-01,0.9
979,1957-08-01,-9.5
980,1957-09-01,-10.6
981,1957-10-01,-1.3
982,1957-11-01,-11.9
983,1957-12-01,-3.5
984,1958-01-01,-16.8
985,1958-02-01,-6.9
986,1958-03-01,-1.4
987,1958-04-01,1.2
988,1958-05-01,-8.2
989,1958-06-01,0.2
990,1958-07-01,2.2
991,1958-08-01,7.8
992,1958-09-01,-3.4
993,1958-10-01,-1.9
994,1958-11-01,-4.7
995,1958-12-01,-6.5
996,1959-01-01,-8.7
997,1959-02-01,-14.0
998,1959-03-01,8.4
999,1959-04-01,3.6
1000,1959-05-01,2.8
1001,1959-06-01,-6.3
1002,1959-07-01,-5.0
1003,1959-08-01,-5.0
1004,1959-09-01,0.2
1005,1959-10-01,4.2
1006,1959-11-01,11.1
1007,1959-12-01,8.2
1008,1960-01-01,0.3
1009,1960-02-01,-2.2
1010,1960-03-01,5.6
1011,1960-04-01,7.8
1012,1960-05-01,5.2
1013,1960-06-01,-2.3
1014,1960-07-01,4.8
1015,1960-08-01,6.6
1016,1960-09-01,6.9
1017,1960-10-01,-0.7
1018,1960-11-01,7.2
1019,1960-12-01,6.7
1020,1961-01-01,-2.5
1021,1961-02-01,6.3
1022,1961-03-01,-20.9
1023,1961-04-01,9.4
1024,1961-05-01,1.3
1025,1961-06-01,-3.1
1026,1961-07-01,2.2
1027,1961-08-01,0.1
1028,1961-09-01,0.8
1029,1961-10-01,-5.0
1030,1961-11-01,7.2
1031,1961-12-01,13.8
1032,1962-01-01,17.0
1033,1962-02-01,5.3
1034,1962-03-01,-1.4
1035,1962-04-01,1.2
1036,1962-05-01,12.3
1037,1962-06-01,5.0
1038,1962-07-01,-0.4
1039,1962-08-01,4.6
1040,1962-09-01,5.1
1041,1962-10-01,10.3
1042,1962-11-01,5.2
1043,1962-12-01,0.6
1044,1963-01-01,9.4
1045,1963-02-01,3.0
1046,1963-03-01,7.3
1047,1963-04-01,6.1
1048,1963-05-01,2.8
1049,1963-06-01,-9.6
1050,1963-07-01,-1.0
1051,1963-08-01,-2.4
1052,1963-09-01,-5.2
1053,1963-10-01,-12.9
1054,1963-11-01,-9.3
1055,1963-12-01,-11.6
1056,1964-01-01,-4.0
1057,1964-02-01,-0.3
1058,1964-03-01,8.4
1059,1964-04-01,13.5
1060,1964-05-01,2.8
1061,1964-06-01,7.4
1062,1964-07-01,6.8
1063,1964-08-01,14.3
1064,1964-09-01,14.1
1065,1964-10-01,12.8
1066,1964-11-01,2.6
1067,1964-12-01,-3.0
1068,1965-01-01,-4.0
1069,1965-02-01,1.6
1070,1965-03-01,2.9
1071,1965-04-01,-12.9
1072,1965-05-01,-0.3
1073,1965-06-01,-12.8
1074,1965-07-01,-22.6
1075,1965-08-01,-11.4
1076,1965-09-01,-14.2
1077,1965-10-01,-11.1
1078,1965-11-01,-17.9
1079,1965-12-01,1.6
1080,1966-01-01,-12.0
1081,1966-02-01,-4.1
1082,1966-03-01,-13.9
1083,1966-04-01,-7.1
1084,1966-05-01,-9.0
1085,1966-06-01,1.0
1086,1966-07-01,-1.0
1087,1966-08-01,4.0
1088,1966-09-01,-2.2
1089,1966-10-01,-2.5
1090,1966-11-01,-0.1
1091,1966-12-01,-4.0
1092,1967-01-01,14.6
1093,1967-02-01,12.9
1094,1967-03-01,7.8
1095,1967-04-01,-3.0
1096,1967-05-01,-3.5
1097,1967-06-01,6.6
1098,1967-07-01,1.6
1099,1967-08-01,5.9
1100,1967-09-01,5.1
1101,1967-10-01,-0.1
1102,1967-11-01,-4.0
1103,1967-12-01,-5.5
1104,1968-01-01,4.1
1105,1968-02-01,9.6
1106,1968-03-01,-3.0
1107,1968-04-01,-3.0
1108,1968-05-01,14.7
1109,1968-06-01,12.3
1110,1968-07-01,7.4
1111,1968-08-01,0.1
1112,1968-09-01,-2.8
1113,1968-10-01,-1.9
1114,1968-11-01,-3.4
1115,1968-12-01,2.1
1116,1969-01-01,-13.5
1117,1969-02-01,-6.9
1118,1969-03-01,1.8
1119,1969-04-01,-8.8
1120,1969-05-01,-6.6
1121,1969-06-01,-0.6
1122,1969-07-01,-6.9
1123,1969-08-01,-4.4
1124,1969-09-01,-10.6
1125,1969-10-01,-11.7
1126,1969-11-01,-0.1
1127,1969-12-01,3.7
1128,1970-01-01,-10.1
1129,1970-02-01,-10.7
1130,1970-03-01,1.8
1131,1970-04-01,-4.6
1132,1970-05-01,2.1
1133,1970-06-01,9.9
1134,1970-07-01,-5.6
1135,1970-08-01,4.0
1136,1970-09-01,12.9
1137,1970-10-01,10.3
1138,1970-11-01,19.7
1139,1970-12-01,17.4
1140,1971-01-01,2.7
1141,1971-02-01,15.7
1142,1971-03-01,19.2
1143,1971-04-01,22.6
1144,1971-05-01,9.2
1145,1971-06-01,2.6
1146,1971-07-01,1.6
1147,1971-08-01,14.9
1148,1971-09-01,15.9
1149,1971-10-01,17.7
1150,1971-11-01,7.2
1151,1971-12-01,2.1
1152,1972-01-01,3.7
1153,1972-02-01,8.2
1154,1972-03-01,2.4
1155,1972-04-01,-5.5
1156,1972-05-01,-16.1
1157,1972-06-01,-12.0
1158,1972-07-01,-18.6
1159,1972-08-01,-8.9
1160,1972-09-01,-14.8
1161,1972-10-01,-11.1
1162,1972-11-01,-3.4
1163,1972-12-01,-12.1
1164,1973-01-01,-3.0
1165,1973-02-01,-13.5
1166,1973-03-01,0.8
1167,1973-04-01,-2.1
1168,1973-05-01,2.8
1169,1973-06-01,12.3
1170,1973-07-01,6.1
1171,1973-08-01,12.3
1172,1973-09-01,13.5
1173,1973-10-01,9.7
1174,1973-11-01,31.6
1175,1973-12-01,16.9
1176,1974-01-01,20.8
1177,1974-02-01,16.2
1178,1974-03-01,20.3
1179,1974-04-01,11.1
1180,1974-05-01,10.7
1181,1974-06-01,2.6
1182,1974-07-01,12.0
1183,1974-08-01,6.6
1184,1974-09-01,12.3
1185,1974-10-01,8.5
1186,1974-11-01,-1.4
1187,1974-12-01,-0.9
1188,1975-01-01,-4.9
1189,1975-02-01,5.3
1190,1975-03-01,11.6
1191,1975-04-01,14.4
1192,1975-05-01,6.0
1193,1975-06-01,15.5
1194,1975-07-01,21.1
1195,1975-08-01,20.7
1196,1975-09-01,22.5
1197,1975-10-01,17.7
1198,1975-11-01,13.8
1199,1975-12-01,19.5
1200,1976-01-01,11.8
1201,1976-02-01,12.9
1202,1976-03-01,13.2
1203,1976-04-01,1.2
1204,1976-05-01,2.1
1205,1976-06-01,0.2
1206,1976-07-01,-12.8
1207,1976-08-01,-12.1
1208,1976-09-01,-13.0
1209,1976-10-01,3.0
1210,1976-11-01,9.8
1211,1976-12-01,-3.0
1212,1977-01-01,-4.0
1213,1977-02-01,7.7
1214,1977-03-01,-9.5
1215,1977-04-01,-9.6
1216,1977-05-01,-11.4
1217,1977-06-01,-17.7
1218,1977-07-01,-14.7
1219,1977-08-01,-12.1
1220,1977-09-01,-9.4
1221,1977-10-01,-12.9
1222,1977-11-01,-14.6
1223,1977-12-01,-10.6
1224,1978-01-01,-3.0
1225,1978-02-01,-24.4
1226,1978-03-01,-5.8
1227,1978-04-01,-7.9
1228,1978-05-01,16.3
1229,1978-06-01,5.8
1230,1978-07-01,6.1
1231,1978-08-01,1.4
1232,1978-09-01,0.8
1233,1978-10-01,-6.2
1234,1978-11-01,-2.0
1235,1978-12-01,-0.9
1236,1979-01-01,-4.0
1237,1979-02-01,6.7
1238,1979-03-01,-3.0
1239,1979-04-01,-5.5
1240,1979-05-01,3.6
1241,1979-06-01,5.8
1242,1979-07-01,-8.2
1243,1979-08-01,-5.0
1244,1979-09-01,1.4
1245,1979-10-01,-2.5
1246,1979-11-01,-4.7
1247,1979-12-01,-7.5
1248,1980-01-01,3.2
1249,1980-02-01,1.1
1250,1980-03-01,-8.5
1251,1980-04-01,-12.9
1252,1980-05-01,-3.5
1253,1980-06-01,-4.7
1254,1980-07-01,-1.7
1255,1980-08-01,1.4
1256,1980-09-01,-5.2
1257,1980-10-01,-1.9
1258,1980-11-01,-3.4
1259,1980-12-01,-0.9
1260,1981-01-01,2.7
1261,1981-02-01,-3.2
1262,1981-03-01,-16.6
1263,1981-04-01,-5.5
1264,1981-05-01,7.6
1265,1981-06-01,11.5
1266,1981-07-01,9.4
1267,1981-08-01,5.9
1268,1981-09-01,7.5
1269,1981-10-01,-5.0
1270,1981-11-01,2.6
1271,1981-12-01,4.7
1272,1982-01-01,9.4
1273,1982-02-01,0.6
1274,1982-03-01,2.4
1275,1982-04-01,-3.8
1276,1982-05-01,-8.2
1277,1982-06-01,-20.1
1278,1982-07-01,-19.3
1279,1982-08-01,-23.6
1280,1982-09-01,-21.4
1281,1982-10-01,-20.2
1282,1982-11-01,-31.1
1283,1982-12-01,-21.3
1284,1983-01-01,-30.6
1285,1983-02-01,-33.3
1286,1983-03-01,-28.0
1287,1983-04-01,-17.0
1288,1983-05-01,6.0
1289,1983-06-01,-3.1
1290,1983-07-01,-7.6
1291,1983-08-01,0.1
1292,1983-09-01,9.9
1293,1983-10-01,4.2
1294,1983-11-01,-0.7
1295,1983-12-01,0.1
1296,1984-01-01,1.3
1297,1984-02-01,5.8
1298,1984-03-01,-5.8
1299,1984-04-01,2.0
1300,1984-05-01,-0.3
1301,1984-06-01,-8.7
1302,1984-07-01,2.2
1303,1984-08-01,2.7
1304,1984-09-01,2.0
1305,1984-10-01,-5.0
1306,1984-11-01,3.9
1307,1984-12-01,-1.4
1308,1985-01-01,-3.5
1309,1985-02-01,6.7
1310,1985-03-01,-2.0
1311,1985-04-01,14.4
1312,1985-05-01,2.8
1313,1985-06-01,-9.6
1314,1985-07-01,-2.3
1315,1985-08-01,8.5
1316,1985-09-01,0.2
1317,1985-10-01,-5.6
1318,1985-11-01,-1.4
1319,1985-12-01,2.1
1320,1986-01-01,8.0
1321,1986-02-01,-10.7
1322,1986-03-01,0.8
1323,1986-04-01,1.2
1324,1986-05-01,-6.6
1325,1986-06-01,10.7
1326,1986-07-01,2.2
1327,1986-08-01,-7.6
1328,1986-09-01,-5.2
1329,1986-10-01,6.1
1330,1986-11-01,-13.9
1331,1986-12-01,-13.6
1332,1987-01-01,-6.3
1333,1987-02-01,-12.6
1334,1987-03-01,-16.6
1335,1987-04-01,-24.4
1336,1987-05-01,-21.6
1337,1987-06-01,-20.1
1338,1987-07-01,-18.6
1339,1987-08-01,-14.0
1340,1987-09-01,-11.2
1341,1987-10-01,-5.6
1342,1987-11-01,-1.4
1343,1987-12-01,-4.5
1344,1988-01-01,-1.1
1345,1988-02-01,-5.0
1346,1988-03-01,2.4
1347,1988-04-01,-1.3
1348,1988-05-01,10.0
1349,1988-06-01,-3.9
1350,1988-07-01,11.3
1351,1988-08-01,14.9
1352,1988-09-01,20.1
1353,1988-10-01,14.6
1354,1988-11-01,21.0
1355,1988-12-01,10.8
1356,1989-01-01,13.2
1357,1989-02-01,9.1
1358,1989-03-01,6.7
1359,1989-04-01,21.0
1360,1989-05-01,14.7
1361,1989-06-01,7.4
1362,1989-07-01,9.4
1363,1989-08-01,-6.3
1364,1989-09-01,5.7
1365,1989-10-01,7.3
1366,1989-11-01,-2.0
1367,1989-12-01,-5.0
1368,1990-01-01,-1.1
1369,1990-02-01,-17.3
1370,1990-03-01,-8.5
1371,1990-04-01,-0.5
1372,1990-05-01,13.1
1373,1990-06-01,1.0
1374,1990-07-01,5.5
1375,1990-08-01,-5.0
1376,1990-09-01,-7.6
1377,1990-10-01,1.8
1378,1990-11-01,-5.3
1379,1990-12-01,-2.4
1380,1991-01-01,5.1
1381,1991-02-01,0.6
1382,1991-03-01,-10.6
1383,1991-04-01,-12.9
1384,1991-05-01,-19.3
1385,1991-06-01,-5.5
1386,1991-07-01,-1.7
1387,1991-08-01,-7.6
1388,1991-09-01,-16.6
1389,1991-10-01,-12.9
1390,1991-11-01,-7.3
1391,1991-12-01,-16.7
1392,1992-01-01,-25.4
1393,1992-02-01,-9.3
1394,1992-03-01,-24.2
1395,1992-04-01,-18.7
1396,1992-05-01,0.5
1397,1992-06-01,-12.8
1398,1992-07-01,-6.9
1399,1992-08-01,1.4
1400,1992-09-01,0.8
1401,1992-10-01,-17.2
1402,1992-11-01,-7.3
1403,1992-12-01,-5.5
1404,1993-01-01,-8.2
1405,1993-02-01,-7.9
1406,1993-03-01,-8.5
1407,1993-04-01,-21.1
1408,1993-05-01,-8.2
1409,1993-06-01,-16.0
1410,1993-07-01,-10.8
1411,1993-08-01,-14.0
1412,1993-09-01,-7.6
1413,1993-10-01,-13.5
1414,1993-11-01,0.6
1415,1993-12-01,1.6
1416,1994-01-01,-1.6
1417,1994-02-01,0.6
1418,1994-03-01,-10.6
1419,1994-04-01,-22.8
1420,1994-05-01,-13.0
1421,1994-06-01,-10.4
1422,1994-07-01,-18.0
1423,1994-08-01,-17.2
1424,1994-09-01,-17.2
1425,1994-10-01,-14.1
1426,1994-11-01,-7.3
1427,1994-12-01,-11.6
1428,1995-01-01,-4.0
1429,1995-02-01,-2.7
1430,1995-03-01,3.5
1431,1995-04-01,-16.2
1432,1995-05-01,-9.0
1433,1995-06-01,-1.5
1434,1995-07-01,4.2
1435,1995-08-01,0.8
1436,1995-09-01,3.2
1437,1995-10-01,-1.3
1438,1995-11-01,1.3
1439,1995-12-01,-5.5
1440,1996-01-01,8.4
1441,1996-02-01,1.1
1442,1996-03-01,6.2
1443,1996-04-01,7.8
1444,1996-05-01,1.3
1445,1996-06-01,13.9
1446,1996-07-01,6.8
1447,1996-08-01,4.6
1448,1996-09-01,6.9
1449,1996-10-01,4.2
1450,1996-11-01,-0.1
1451,1996-12-01,7.2
1452,1997-01-01,4.1
1453,1997-02-01,13.3
1454,1997-03-01,-8.5
1455,1997-04-01,-16.2
1456,1997-05-01,-22.4
1457,1997-06-01,-24.1
1458,1997-07-01,-9.5
1459,1997-08-01,-19.8
1460,1997-09-01,-14.8
1461,1997-10-01,-17.8
1462,1997-11-01,-15.2
1463,1997-12-01,-9.1
1464,1998-01-01,-23.5
1465,1998-02-01,-19.2
1466,1998-03-01,-28.5
1467,1998-04-01,-24.4
1468,1998-05-01,0.5
1469,1998-06-01,9.9
1470,1998-07-01,14.6
1471,1998-08-01,9.8
1472,1998-09-01,11.1
1473,1998-10-01,10.9
1474,1998-11-01,12.5
1475,1998-12-01,13.3
1476,1999-01-01,15.6
1477,1999-02-01,8.6
1478,1999-03-01,8.9
1479,1999-04-01,18.5
1480,1999-05-01,1.3
1481,1999-06-01,1.0
1482,1999-07-01,4.8
1483,1999-08-01,2.1
1484,1999-09-01,-0.4
1485,1999-10-01,9.1
1486,1999-11-01,13.1
1487,1999-12-01,12.8
1488,2000-01-01,5.1
1489,2000-02-01,12.9
1490,2000-03-01,9.4
1491,2000-04-01,16.8
1492,2000-05-01,3.6
1493,2000-06-01,-5.5
1494,2000-07-01,-3.7
1495,2000-08-01,5.3
1496,2000-09-01,9.9
1497,2000-10-01,9.7
1498,2000-11-01,22.4
1499,2000-12-01,7.7
1500,2001-01-01,8.4
1501,2001-02-01,11.9
1502,2001-03-01,6.7
1503,2001-04-01,0.3
1504,2001-05-01,-9.0
1505,2001-06-01,1.8
1506,2001-07-01,-3.7
1507,2001-08-01,-8.2
1508,2001-09-01,1.4
1509,2001-10-01,-1.9
1510,2001-11-01,7.2
1511,2001-12-01,-9.1
1512,2002-01-01,2.7
1513,2002-02-01,7.7
1514,2002-03-01,-5.2
1515,2002-04-01,-3.8
1516,2002-05-01,-14.5
1517,2002-06-01,-6.3
1518,2002-07-01,-7.6
1519,2002-08-01,-14.6
1520,2002-09-01,-8.2
1521,2002-10-01,-7.4
1522,2002-11-01,-6.0
1523,2002-12-01,-10.6
1524,2003-01-01,-2.0
1525,2003-02-01,-7.4
1526,2003-03-01,-6.8
1527,2003-04-01,-5.5
1528,2003-05-01,-7.4
1529,2003-06-01,-12.0
1530,2003-07-01,2.9
1531,2003-08-01,-1.8
1532,2003-09-01,-2.2
1533,2003-10-01,-1.9
1534,2003-11-01,-3.4
1535,2003-12-01,9.3
1536,2004-01-01,-11.6
1537,2004-02-01,9.1
1538,2004-03-01,0.2
1539,2004-04-01,-15.4
1540,2004-05-01,13.1
1541,2004-06-01,-15.2
1542,2004-07-01,-6.9
1543,2004-08-01,-7.6
1544,2004-09-01,-2.8
1545,2004-10-01,-3.7
1546,2004-11-01,-8.6
1547,2004-12-01,-8.0
1548,2005-01-01,1.8
1549,2005-02-01,-28.6
1550,2005-03-01,0.2
1551,2005-04-01,-11.2
1552,2005-05-01,-14.5
1553,2005-06-01,2.6
1554,2005-07-01,0.9
1555,2005-08-01,-6.9
1556,2005-09-01,3.9
1557,2005-10-01,10.9
1558,2005-11-01,-2.0
1559,2005-12-01,0.1
1560,2006-01-01,12.7
1561,2006-02-01,0.1
1562,2006-03-01,13.8
1563,2006-04-01,14.4
1564,2006-05-01,-9.8
1565,2006-06-01,-6.3
1566,2006-07-01,-7.6
1567,2006-08-01,-15.9
1568,2006-09-01,-5.8
1569,2006-10-01,-16.0
1570,2006-11-01,-1.4
1571,2006-12-01,-3.5
1572,2007-01-01,-7.8
1573,2007-02-01,-2.7
1574,2007-03-01,-1.4
1575,2007-04-01,-3.0
1576,2007-05-01,-2.7
1577,2007-06-01,5.0
1578,2007-07-01,-5.0
1579,2007-08-01,2.7
1580,2007-09-01,1.4
1581,2007-10-01,5.4
1582,2007-11-01,9.2
1583,2007-12-01,14.4
1584,2008-01-01,14.1
1585,2008-02-01,21.3
1586,2008-03-01,12.2
1587,2008-04-01,4.5
1588,2008-05-01,-3.5
1589,2008-06-01,4.2
1590,2008-07-01,2.2
1591,2008-08-01,9.1
1592,2008-09-01,13.5
1593,2008-10-01,13.4
1594,2008-11-01,17.1
1595,2008-12-01,13.3
1596,2009-01-01,9.4
1597,2009-02-01,14.8
1598,2009-03-01,0.2
1599,2009-04-01,8.6
1600,2009-05-01,-7.4
1601,2009-06-01,-2.3
1602,2009-07-01,1.6
1603,2009-08-01,-5.0
1604,2009-09-01,3.9
1605,2009-10-01,-14.7
1606,2009-11-01,-6.0
1607,2009-12-01,-7.0
1608,2010-01-01,-10.1
1609,2010-02-01,-14.5
1610,2010-03-01,-10.6
1611,2010-04-01,15.2
1612,2010-05-01,10.0
1613,2010-06-01,1.8
1614,2010-07-01,20.5
1615,2010-08-01,18.8
1616,2010-09-01,24.9
1617,2010-10-01,18.3
1618,2010-11-01,16.4
1619,2010-12-01,27.1
1620,2011-01-01,19.9
1621,2011-02-01,22.3
1622,2011-03-01,21.4
1623,2011-04-01,25.1
1624,2011-05-01,2.1
1625,2011-06-01,0.2
1626,2011-07-01,10.7
1627,2011-08-01,2.1
1628,2011-09-01,11.7
1629,2011-10-01,7.3
1630,2011-11-01,13.8
1631,2011-12-01,23.0
1632,2012-01-01,9.4
1633,2012-02-01,2.5
1634,2012-03-01,2.9
1635,2012-04-01,-7.1
1636,2012-05-01,-2.7
1637,2012-06-01,-10.4
1638,2012-07-01,-1.7
1639,2012-08-01,-5.0
1640,2012-09-01,2.6
1641,2012-10-01,2.4
1642,2012-11-01,3.9
1643,2012-12-01,-6.0
1644,2013-01-01,-1.1
1645,2013-02-01,-3.6
1646,2013-03-01,10.5
1647,2013-04-01,0.3
1648,2013-05-01,8.4
1649,2013-06-01,13.9
1650,2013-07-01,8.1
1651,2013-08-01,-0.5
1652,2013-09-01,3.9
1653,2013-10-01,-1.9
1654,2013-11-01,9.2
1655,2013-12-01,0.6
1656,2014-01-01,12.2
1657,2014-02-01,-1.3
1658,2014-03-01,-13.3
1659,2014-04-01,8.6
1660,2014-05-01,4.4
1661,2014-06-01,-1.5
1662,2014-07-01,-3.0
1663,2014-08-01,-11.4
1664,2014-09-01,-7.6
1665,2014-10-01,-8.0
1666,2014-11-01,-10.0
1667,2014-12-01,-5.5
1668,2015-01-01,-7.8
1669,2015-02-01,0.6
1670,2015-03-01,-11.2
1671,2015-04-01,-3.8
1672,2015-05-01,-13.7
1673,2015-06-01,-12.0
1674,2015-07-01,-14.7
1675,2015-08-01,-19.8
1676,2015-09-01,-17.8
1677,2015-10-01,-20.2
1678,2015-11-01,-5.3
1679,2015-12-01,-9.1
1680,2016-01-01,-19.7
1681,2016-02-01,-19.7
1682,2016-03-01,-4.7
1683,2016-04-01,-22.0
1684,2016-05-01,2.8
1685,2016-06-01,5.8
1686,2016-07-01,4.2
1687,2016-08-01,5.3
1688,2016-09-01,13.5
1689,2016-10-01,-4.3
1690,2016-11-01,-0.7
1691,2016-12-01,2.6
1692,2017-01-01,1.3
1693,2017-02-01,-2.2
1694,2017-03-01,5.1
1695,2017-04-01,-6.3
1696,2017-05-01,0.5
1697,2017-06-01,-10.4
1698,2017-07-01,8.1
1699,2017-08-01,3.3
1700,2017-09-01,6.9
1701,2017-10-01,9.1
1702,2017-11-01,11.8
1703,2017-12-01,-1.4
1704,2018-01-01,8.9
1705,2018-02-01,-6.0
1706,2018-03-01,10.5
1707,2018-04-01,4.5
1708,2018-05-01,2.1
1709,2018-06-01,-5.5
1710,2018-07-01,1.6
1711,2018-08-01,-6.9
1712,2018-09-01,-10.0
1713,2018-10-01,3.0
1714,2018-11-01,-0.1
1715,2018-12-01,9.3
1716,2019-01-01,-0.6
1717,2019-02-01,-13.5
1718,2019-03-01,-6.8
1719,2019-04-01,-1.3
1720,2019-05-01,-9.0
1721,2019-06-01,-10.4
1722,2019-07-01,-5.6
1723,2019-08-01,-4.4
1724,2019-09-01,-12.4
1725,2019-10-01,-5.6
1726,2019-11-01,-9.3
1727,2019-12-01,-5.5
1728,2020-01-01,1.3
1729,2020-02-01,-2.2
1730,2020-03-01,-5.2
1731,2020-04-01,-0.5
1732,2020-05-01,2.8
1733,2020-06-01,-9.6
1734,2020-07-01,4.2
1735,2020-08-01,9.8
1736,2020-09-01,10.5
1737,2020-10-01,4.2
1738,2020-11-01,9.2
